"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TPTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME","TVAL_RET"
"1318",11,2021,29235927631821,4,102,12,13219.6035581005,37,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",28713,"No","No","No",55,344556,"yes","full time",500000
"1319",11,2023,29235927678423,2,103,12,8291.95340411619,24,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1885,"No","No","No",24,22620,"yes","part time",0
"1320",11,2023,29235927678423,2,202,12,8739.34541720428,31,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2677,"Yes","Yes","Yes",40,32124,"yes","full time",22000
"1321",11,2022,29235933467122,3,103,12,9998.62089664006,33,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2694,"No","No","No",40,32328,"yes","full time",30
"1322",11,2022,29235933467122,3,301,12,6806.18035260402,33,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6396,"No","No","No",45,76752,"yes","full time",0
"1323",11,2022,29235940619822,3,102,12,9145.26538582731,30,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1036,"No","No","No",45,12432,"yes","full time",0
"1324",11,2022,29235940619822,3,301,12,7577.48458666318,55,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1966,"No","No","No",28,23592,"yes","part time",0
"1325",11,2022,29235940878422,3,102,12,6549.08311841023,61,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3042,"Yes","Yes","Yes",32,36504,"yes","part time",7000
"1326",11,2021,29235941816021,4,101,12,6669.84720486086,88,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",5865,"No","No","No",6,70380,"no","part time",0
"1327",11,2021,29235941816021,4,103,12,16879.5920285366,54,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3497,"Yes","Yes","Yes",40,41964,"yes","full time",123800
"1328",11,2022,29235999516022,3,101,12,14432.0890438965,50,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4876,"No","No","No",40,58512,"yes","full time",0
"1329",11,2022,29241809244422,3,101,12,9791.07157683477,27,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4596,"Yes","Yes","Yes",50,55152,"yes","full time",4010
"1330",11,2022,29241809244422,3,102,12,9791.07157683477,35,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6434,"Yes","Yes","Yes",50,77208,"yes","full time",45000
"1331",11,2022,29241809244422,3,104,12,7226.82138903948,54,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",886,"No","No","No",21,10632,"yes","part time",0
"1332",11,2024,29241809266424,1,101,12,2418.91652697385,58,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",921,"Yes","Yes","Yes",30,11052,"yes","part time",150
"1333",11,2023,29241813666423,2,101,12,5380.47131635251,29,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4086,"Yes","Yes","Yes",40,49032,"yes","full time",7000
"1334",11,2022,29241855224722,3,102,12,8954.91829531105,33,"Bachelor's degree or higher","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",4980,"Yes","Yes","No",40,59760,"yes","full time",857000
"1335",11,2024,29241855284824,1,101,12,3645.88499052149,45,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",14289,"Yes","Yes","No",40,171468,"yes","full time",115000
"1336",11,2024,29241855284824,1,102,12,3645.88499052149,49,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6403,"Yes","Yes","No",40,76836,"yes","full time",497000
"1337",11,2022,29241881662622,3,101,12,4893.7969384291,47,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4076,"Yes","Yes","Yes",40,48912,"yes","full time",37000
"1338",11,2024,29255204606124,1,101,12,8056.74428118306,40,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",16525,"Yes","Yes","Yes",6,198300,"yes","part time",606000
"1339",11,2024,29255204606124,1,102,12,8056.74428118306,41,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",35082,"No","No","No",40,420984,"yes","full time",450000
"1340",21,2022,29255204655222,3,101,12,35616.9007582879,49,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12915,"No","No","No",40,154980,"yes","full time",19700
"1341",21,2022,29255204655222,3,102,12,35616.9007582879,42,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",28581,"Yes","Yes","Yes",40,342972,"yes","full time",300000
"1342",11,2024,29255204655224,1,101,12,9053.93727579469,39,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",13938,"Yes","Yes","Yes",40,167256,"yes","full time",468000
"1343",11,2023,29255206806123,2,101,12,17759.4481629726,41,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7087,"No","No","No",40,85044,"yes","full time",0
"1344",11,2021,29255206818921,4,301,12,12877.5263315823,51,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19719,"No","No","No",40,236628,"yes","full time",800000
"1345",11,2024,29255206818924,1,102,12,6623.02989298899,58,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3357,"Yes","Yes","Yes",35,40284,"yes","full time",261700
"1346",11,2022,29255227606122,3,101,12,19251.1349254782,39,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",14714,"Yes","Yes","No",40,176568,"yes","full time",33800
"1347",11,2022,29255227606122,3,102,12,17893.1422888693,39,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2555,"No","No","No",12,30660,"yes","part time",0
"1348",11,2021,29255227619821,4,101,12,10822.0304636183,46,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",77571,"Yes","Yes","No",45,930852,"yes","full time",900000
"1349",11,2023,29255227631823,2,101,12,7020.86069562357,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12839,"Yes","Yes","Yes",40,154068,"yes","full time",320000
"1350",11,2022,29255227655222,3,104,12,18943.7274578621,16,"High School or less","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",653,"No","No","No",12,7836,"no","part time",0
"1351",11,2023,29255234406123,2,101,12,18528.6965971062,25,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4171,"No","No","No",40,50052,"yes","full time",0
"1352",22,2023,29255234406123,2,103,12,46879.2537830902,32,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",9153,"No","No","No",68,109836,"yes","full time",0
"1353",11,2022,29255234416022,3,102,12,7078.9874602029,71,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",14853,"Yes","Yes","Yes",32,178236,"no","part time",500000
"1354",11,2024,29255234416024,1,101,12,8845.28407656755,57,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",8636,"Yes","Yes","Yes",30,103632,"yes","part time",30000
"1355",11,2023,29255234418923,2,101,12,15833.5847582012,29,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6942,"Yes","Yes","Yes",50,83304,"yes","full time",100000
"1356",11,2024,29255234431824,1,101,12,6024.4178416571,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12583,"Yes","Yes","Yes",50,150996,"yes","full time",800000
"1357",11,2024,29255234431824,1,103,12,10474.448919421,22,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1253,"No","No","No",20,15036,"yes","part time",0
"1358",11,2024,29255234467124,1,103,12,12943.3702089659,31,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1756,"No","No","No",25,21072,"yes","part time",0
"1359",11,2024,29255234467124,1,104,12,11622.2220757176,26,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5279,"No","No","No",45,63348,"yes","full time",0
"1360",11,2022,29255234475122,3,101,12,9773.33767050081,66,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6686,"No","No","No",40,80232,"no","full time",0
"1361",11,2023,29255240801823,2,101,12,8729.64315718231,42,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",435,"No","No","No",40,5220,"yes","full time",0
"1362",11,2023,29255240801823,2,102,12,8566.75979258366,18,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2837,"No","No","No",24,34044,"yes","part time",0
"1363",11,2021,29255241819821,4,101,12,10140.1916834454,31,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",4659,"No","No","No",40,55908,"yes","full time",7550
"1364",11,2021,29255241819821,4,102,12,10140.1916834454,30,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6467,"No","No","No",40,77604,"yes","full time",2500
"1365",11,2023,29255504605023,2,101,12,6394.59163492502,43,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, not-for-profit company",6569,"Yes","Yes","Yes",40,78828,"yes","full time",350000
"1366",11,2023,29255506811423,2,101,12,18987.5437903368,58,"High School or less","Male","Hispanic","Not identified","Employer","Employee of a private, for-profit company",3043,"Yes","Yes","Yes",46,36516,"yes","full time",20300
"1367",11,2022,29255527652522,3,102,12,9311.77611024168,62,"High School or less","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",4997,"No","No","No",25,59964,"yes","part time",1380
"1368",11,2022,29255527652522,3,103,12,15638.5072625588,17,"High School or less","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",935,"No","No","No",10,11220,"no","part time",0
"1369",11,2022,29255527652522,3,107,12,12781.3886580523,21,"Some college","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",6017,"Yes","Yes","Yes",45,72204,"yes","full time",631
"1370",11,2024,29255534438424,1,101,12,2726.68360279302,38,"Bachelor's degree or higher","Female","Hispanic","Not identified","Employer","Employee of a private, for-profit company",2500,"No","No","No",29,30000,"yes","part time",0
"1371",11,2022,29255568496522,3,101,12,10362.5157420093,42,"Bachelor's degree or higher","Female","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",6280,"Yes","Yes","Yes",40,75360,"yes","full time",28100
"1372",31,2021,29268804616021,4,101,12,17853.6288434943,29,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5599,"Yes","Yes","Yes",40,67188,"yes","full time",25200
"1373",31,2021,29268804616021,4,102,12,17014.2055827919,30,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7939,"Yes","Yes","Yes",55,95268,"yes","full time",106000
"1374",11,2024,29268804618924,1,105,12,6572.5643197318,18,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1599,"No","No","No",20,19188,"yes","part time",0
"1375",11,2024,29268827616024,1,101,12,4236.48489550344,53,"High School or less","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3798,"Yes","Yes","Yes",38,45576,"yes","full time",5129
"1376",11,2022,29268827667122,3,101,12,8693.29815758322,55,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",5130,"Yes","Yes","Yes",35,61560,"yes","full time",30000
"1377",11,2022,29268827667122,3,102,12,13273.0372718288,18,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2737,"No","No","No",32,32844,"yes","part time",0
"1378",11,2024,29268827667124,1,101,12,5548.81924244555,28,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7752,"Yes","Yes","Yes",40,93024,"yes","full time",4000
"1379",31,2022,29268840631822,3,101,12,8389.78741797148,28,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6366,"Yes","Yes","Yes",40,76392,"yes","full time",11000
"1380",31,2022,29268840631822,3,301,12,8904.18827299464,30,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2567,"No","No","No",30,30804,"yes","part time",0
"1381",11,2023,29268840806123,2,101,12,14477.1109361036,27,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",15042,"No","No","No",25,180504,"yes","part time",5000
"1382",11,2024,29268841806124,1,101,12,10156.9947261579,34,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3835,"Yes","Yes","Yes",40,46020,"yes","full time",2000
"1383",11,2024,29268841806124,1,102,12,10156.9947261579,38,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6268,"Yes","Yes","Yes",40,75216,"yes","full time",60000
"1384",41,2021,29268841816021,4,101,12,17009.2844909198,34,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5014,"Yes","Yes","Yes",40,60168,"yes","full time",49250
"1385",41,2021,29268841816021,4,102,12,17009.2844909198,37,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5849,"Yes","Yes","Yes",40,70188,"yes","full time",55000
"1386",11,2024,29268841819824,1,102,12,10571.4212266593,33,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",71252,"Yes","Yes","Yes",32,855024,"yes","part time",40000
"1387",11,2024,29268841855224,1,101,12,4375.30590644268,66,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2349,"Yes","Yes","Yes",25,28188,"no","part time",58100
"1388",11,2023,29268868416023,2,101,12,8294.01585006184,53,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5853,"No","No","No",68,70236,"yes","full time",5300
"1389",11,2023,29281604606123,2,102,12,9642.19251546492,74,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",201,"No","No","No",5,2412,"no","part time",0
"1390",21,2023,29281604619823,2,101,12,14201.6253863937,29,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",5432,"No","No","No",40,65184,"yes","full time",0
"1391",11,2024,29281604675124,1,101,12,5780.24761236287,40,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",7947,"Yes","Yes","Yes",36,95364,"yes","full time",24900
"1392",11,2024,29281606875124,1,101,12,6489.24624642483,41,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10138,"Yes","Yes","Yes",40,121656,"yes","full time",95000
"1393",11,2024,29281606875124,1,102,12,6489.24624642483,33,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8814,"Yes","Yes","No",40,105768,"yes","full time",60500
"1394",21,2023,29281627678423,2,101,12,13871.5834227155,26,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7108,"No","No","No",40,85296,"yes","full time",0
"1395",21,2023,29281627678423,2,102,12,13871.5834227155,25,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",703,"No","No","No",68,8436,"yes","full time",0
"1396",11,2022,29281633478422,3,101,12,11852.8170933514,50,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",22421,"Yes","Yes","Yes",68,269052,"yes","full time",1290000
"1397",31,2022,29281633478422,3,103,12,18201.2095589284,22,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",230,"No","No","No",40,2760,"yes","full time",0
"1398",41,2021,29281634467121,4,102,12,10810.706905896,52,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8441,"No","No","No",40,101292,"yes","full time",0
"1399",41,2021,29281634467121,4,103,12,12599.9156149282,18,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1390,"No","No","No",20,16680,"yes","part time",0
"1400",11,2021,29281634478421,4,101,12,19931.5830393343,46,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5037,"Yes","Yes","Yes",40,60444,"yes","full time",10000
"1401",11,2021,29281634478421,4,102,12,14310.3856972711,41,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6518,"Yes","Yes","Yes",40,78216,"yes","full time",12210
"1402",11,2024,29281640606124,1,101,12,5752.32455495911,35,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3593,"Yes","Yes","Yes",40,43116,"yes","full time",35000
"1403",11,2024,29281640606124,1,102,12,5752.32455495911,35,"High School or less","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",5432,"Yes","Yes","No",50,65184,"yes","full time",14000
"1404",11,2024,29281640606124,1,103,12,8079.88939627732,18,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",33,"No","No","No",20,396,"yes","part time",0
"1405",41,2021,29281640682921,4,101,12,10129.1329112583,42,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5889,"No","No","No",40,70668,"yes","full time",6000
"1406",41,2021,29281640682921,4,401,12,10129.1329112583,47,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3476,"No","No","No",40,41712,"yes","full time",0
"1407",11,2024,29281640693524,1,101,12,4079.74402590107,57,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3676,"Yes","Yes","No",40,44112,"yes","full time",2300
"1408",11,2024,29281640808524,1,101,12,15981.3713208734,31,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",3893,"Yes","Yes","Yes",40,46716,"yes","full time",9500
"1409",11,2024,29281640808524,1,103,12,15981.3713208734,30,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",5967,"Yes","Yes","No",35,71604,"yes","full time",3500
"1410",11,2024,29281668419824,1,101,12,18951.2831611509,32,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5507,"Yes","Yes","Yes",40,66084,"yes","full time",27000
"1411",11,2024,29281668455224,1,102,12,5823.63299255938,31,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3042,"No","No","No",40,36504,"yes","full time",0
"1412",11,2024,29281699501824,1,101,12,8267.48983160669,38,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13739,"Yes","Yes","Yes",50,164868,"yes","full time",146000
"1413",11,2024,29281699501824,1,102,12,8335.15904409674,31,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6277,"Yes","Yes","Yes",40,75324,"yes","full time",53120
"1414",11,2022,29281699519822,3,101,12,12779.798644281,33,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6050,"No","No","No",40,72600,"yes","full time",71100
"1415",11,2024,29281699523224,1,101,12,8030.83584956814,33,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3023,"No","No","No",35,36276,"yes","full time",0
"1416",11,2024,29286002164324,1,101,12,5826.19367250436,25,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1564,"No","No","No",20,18768,"yes","part time",0
"1417",11,2024,29286002188424,1,102,12,7586.8182556955,49,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",6962,"Yes","Yes","Yes",40,83544,"yes","full time",90000
"1418",11,2022,29286002302022,3,103,12,32781.5505767258,30,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3389,"Yes","No","No",40,40668,"yes","full time",0
"1419",11,2021,29286002321021,4,103,12,19211.3021582318,44,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1958,"No","No","No",50,23496,"yes","full time",0
"1420",11,2024,29286002348624,1,101,12,5976.9386062072,22,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2479,"No","No","No",35,29748,"yes","full time",0
"1421",11,2022,29286002349722,3,102,12,35757.8585725749,49,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10029,"Yes","No","No",40,120348,"yes","full time",50000
"1422",11,2022,29286002349722,3,104,12,30970.2275813349,16,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1312,"No","No","No",20,15744,"no","part time",0
"1423",11,2023,29286002365123,2,101,12,8186.8385008434,64,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2674,"No","No","No",40,32088,"yes","full time",0
"1424",11,2023,29286002365123,2,102,12,8186.8385008434,69,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3386,"No","No","No",2,40632,"no","part time",0
"1425",11,2024,29286002377924,1,101,12,12173.5285611612,41,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7078,"No","No","No",40,84936,"yes","full time",0
"1426",11,2024,29286002385724,1,101,12,12095.73509047,49,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3712,"No","No","No",40,44544,"yes","full time",0
"1427",11,2022,29286003405822,3,101,12,9618.12191074932,68,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7209,"No","No","No",9,86508,"no","part time",3460000
"1428",11,2024,29286003406924,1,101,12,6065.28826931386,57,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5671,"No","No","No",45,68052,"yes","full time",15500
"1429",11,2024,29286003406924,1,102,12,6065.28826931386,56,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",2364,"No","No","No",34,28368,"yes","part time",0
"1430",11,2024,29286003406924,1,103,12,6470.40297911714,25,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2781,"No","No","No",40,33372,"yes","full time",0
"1431",11,2021,29286003409721,4,103,12,15556.5734843568,43,"High School or less","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",1495,"No","No","No",4,17940,"yes","part time",0
"1432",21,2022,29286003416122,3,102,12,12190.2143857638,37,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8170,"No","No","No",40,98040,"yes","full time",70000
"1433",11,2022,29286003417722,3,101,12,9496.40132225125,49,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",2920,"Yes","Yes","Yes",40,35040,"yes","full time",32000
"1434",11,2021,29286003428521,4,102,12,9935.25205900988,64,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7696,"Yes","Yes","Yes",40,92352,"yes","full time",168000
"1435",42,2021,29286003428521,4,103,12,21173.1136074258,38,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",5520,"Yes","Yes","Yes",68,66240,"yes","full time",10000
"1436",11,2022,29286003438322,3,102,12,10271.5253483713,59,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",785,"No","No","No",30,9420,"yes","part time",0
"1437",11,2022,29286003438322,3,103,12,16051.3789517067,38,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2955,"Yes","Yes","Yes",40,35460,"yes","full time",22300
"1438",11,2022,29286003438622,3,101,12,9618.12191074932,68,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",17715,"Yes","Yes","Yes",30,212580,"no","part time",700000
"1439",11,2024,29286003448624,1,101,12,4715.53605805756,67,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",17989,"Yes","Yes","Yes",50,215868,"no","full time",254000
"1440",11,2024,29286003477824,1,102,12,4861.86127904467,67,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",3929,"No","No","No",15,47148,"no","part time",0
"1441",11,2024,29286003498824,1,102,12,7821.1413580521,52,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",4541,"No","No","No",25,54492,"yes","part time",0
"1442",11,2024,29286003499924,1,101,12,4422.9970270715,44,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8365,"Yes","Yes","Yes",50,100380,"yes","full time",12500
"1443",11,2022,29286004315822,3,101,12,5522.72269262422,84,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",8124,"No","No","No",50,97488,"no","full time",3100
"1444",11,2022,29286004383222,3,101,12,10079.9262738183,48,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",5754,"Yes","Yes","Yes",40,69048,"yes","full time",14000
"1445",11,2021,29286004605821,4,101,12,20469.2174406699,46,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5373,"Yes","Yes","Yes",40,64476,"yes","full time",19350
"1446",11,2021,29286004605821,4,102,12,20469.2174406699,49,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7253,"No","No","No",50,87036,"yes","full time",300000
"1447",11,2021,29286004628421,4,102,12,11355.585703801,67,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8774,"No","No","No",50,105288,"no","full time",212000
"1448",11,2024,29286004630124,1,101,12,7957.27106023748,49,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",41404,"Yes","Yes","Yes",40,496848,"yes","full time",360000
"1449",11,2024,29286004630124,1,102,12,7957.27106023748,48,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",8568,"Yes","Yes","Yes",40,102816,"yes","full time",425000
"1450",11,2024,29286004641424,1,101,12,10062.5887188455,33,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",8798,"Yes","Yes","Yes",40,105576,"yes","full time",125000
